playerId,playerName,DOB,mlbDebutDate,birthCity,birthStateProvince,birthCountry,heightInches,weight,primaryPositionCode,primaryPositionName,playerForTestSetAndFuturePreds
663586,Austin Riley,1997-04-02,2019-05-15,Memphis,TN,USA,75,240,5,Third Base,TRUE
665120,Jared Walsh,1993-07-30,2019-05-15,Brookfield,WI,USA,72,210,3,First Base,TRUE
640458,Oscar Mercado,1994-12-16,2019-05-14,Cartagena,NA,Colombia,74,197,9,Outfielder,FALSE
669374,Keston Hiura,1996-08-02,2019-05-14,Valencia,CA,USA,72,202,3,First Base,TRUE
670032,Nicky Lopez,1995-03-13,2019-05-14,Naperville,IL,USA,71,180,6,Shortstop,TRUE
571917,Parker Markel,1990-09-15,2019-05-12,Newport Beach,CA,USA,77,240,1,Pitcher,FALSE
608344,Cole Irvin,1994-01-31,2019-05-12,Anaheim,CA,USA,76,217,1,Pitcher,TRUE
621532,Anthony Bemboom,1990-01-18,2019-05-12,St. Cloud,MN,USA,74,200,2,Catcher,TRUE
656686,Corbin Martin,1995-12-28,2019-05-12,Hempstead,TX,USA,74,225,1,Pitcher,TRUE
598286,Nick Ramirez,1989-08-01,2019-05-11,Anaheim Hills,CA,USA,76,232,1,Pitcher,TRUE
623912,Harold Ramirez,1994-09-06,2019-05-11,Cartagena,NA,Colombia,70,232,8,Outfielder,TRUE
642397,Gregory Soto,1995-02-11,2019-05-11,Haina,NA,Dominican Republic,73,234,1,Pitcher,TRUE
643418,Shed Long Jr.,1995-08-22,2019-05-11,Birmingham,AL,USA,68,184,4,Second Base,FALSE
664119,Austin Allen,1994-01-16,2019-05-11,St. Louis,MO,USA,74,219,2,Catcher,TRUE
657566,Montana DuRapau,1992-03-27,2019-05-09,Deltona,FL,USA,70,190,1,Pitcher,FALSE
621592,Eduardo Jimenez,1995-04-04,2019-05-07,Cumana,NA,Venezuela,74,225,1,Pitcher,FALSE
658305,Edgar Garcia,1996-10-04,2019-05-06,Palenque,NA,Dominican Republic,73,205,1,Pitcher,FALSE
642165,Josh VanMeter,1995-03-10,2019-05-05,Ossian,IN,USA,71,194,4,Second Base,TRUE
621450,Skye Bolt,1994-01-15,2019-05-03,Atlanta,GA,USA,74,180,8,Outfielder,TRUE
669222,Nick Senzel,1995-06-29,2019-05-03,Atlanta,GA,USA,73,205,8,Outfielder,TRUE
615698,Cal Quantrill,1995-02-10,2019-05-01,Port Hope,ON,Canada,75,195,1,Pitcher,TRUE
607461,Matt Beaty,1993-04-28,2019-04-30,Snellville,GA,USA,72,215,7,Outfielder,TRUE
656288,Griffin Canning,1996-05-11,2019-04-30,Mission Viejo,CA,USA,74,180,1,Pitcher,TRUE
663993,Nate Lowe,1995-07-07,2019-04-29,Norfolk,VA,USA,76,220,3,First Base,TRUE
642721,Kelvin Gutierrez,1994-08-28,2019-04-27,San Francisco De Macoris,NA,Dominican Republic,74,215,5,Third Base,TRUE
664034,Ty France,1994-07-13,2019-04-26,Downey,CA,USA,71,217,4,Second Base,TRUE
665489,Vladimir Guerrero Jr.,1999-03-16,2019-04-26,Montreal,QC,Canada,74,250,3,First Base,TRUE
666198,Carter Kieboom,1997-09-03,2019-04-26,Marietta,GA,USA,74,215,5,Third Base,TRUE
543677,Matt Ramsey,1989-09-24,2019-04-25,Oak Ridge,TN,USA,71,210,1,Pitcher,FALSE
621368,Taylor Hearn,1994-08-30,2019-04-25,Royse City,TX,USA,78,230,1,Pitcher,TRUE
650859,Luis Rengifo,1997-02-26,2019-04-25,Naguanagua,NA,Venezuela,70,195,4,Second Base,TRUE
650671,Jose Quijada,1995-11-09,2019-04-24,Caripito,NA,Venezuela,71,215,1,Pitcher,TRUE
650382,Darwinzon Hernandez,1996-12-17,2019-04-23,Ciudad Bolivar,NA,Venezuela,74,255,1,Pitcher,TRUE
658791,Wei-Chieh Huang,1993-09-26,2019-04-23,Taitung,NA,Taiwan,73,170,1,Pitcher,FALSE
664042,Travis Lakins Sr.,1994-06-29,2019-04-23,Middletown,OH,USA,73,220,1,Pitcher,TRUE
642731,Thairo Estrada,1996-02-22,2019-04-21,Bejuma,NA,Venezuela,70,185,4,Second Base,TRUE
571858,Branden Kline,1991-09-29,2019-04-20,Frederick,MD,USA,75,210,1,Pitcher,FALSE
656308,Michael Chavis,1995-08-11,2019-04-20,Atlanta,GA,USA,70,210,4,Second Base,TRUE
657061,Cole Tucker,1996-07-03,2019-04-20,Phoenix,AZ,USA,75,205,6,Shortstop,TRUE
664199,Taylor Clarke,1993-05-13,2019-04-20,Ashburn,VA,USA,76,217,1,Pitcher,TRUE
668804,Bryan Reynolds,1995-01-27,2019-04-20,Baltimore,MD,USA,75,210,8,Outfielder,TRUE
656685,Brett Martin,1995-04-28,2019-04-19,Morristown,TN,USA,76,200,1,Pitcher,TRUE
645801,Mike Ford,1992-07-04,2019-04-18,Belle Mead,NJ,USA,72,225,3,First Base,TRUE
657041,Lane Thomas,1995-08-23,2019-04-17,Knoxville,TN,USA,72,185,8,Outfielder,TRUE
657097,Jacob Webb,1993-08-15,2019-04-16,Riverside,CA,USA,74,210,1,Pitcher,TRUE
664854,Ryan Helsley,1994-07-18,2019-04-16,Tahlequah,OK,USA,74,230,1,Pitcher,TRUE
595798,R.J. Alaniz,1991-06-14,2019-04-12,McAllen,TX,USA,76,220,1,Pitcher,FALSE
622103,Gerardo Reyes,1993-05-13,2019-04-12,Ciudad Victoria,Tamaulipas,Mexico,71,160,1,Pitcher,FALSE
657024,Erik Swanson,1993-09-04,2019-04-11,Fargo,ND,USA,75,220,1,Pitcher,TRUE
658648,Pedro Avila,1997-01-14,2019-04-11,Caracas,NA,Venezuela,71,190,1,Pitcher,FALSE
642840,Joe Harvey,1992-01-09,2019-04-10,Audobon,PA,USA,74,236,1,Pitcher,FALSE
602074,Yonathan Daza,1994-02-28,2019-04-09,Maracay,NA,Venezuela,74,207,8,Outfielder,TRUE
606944,Cody Carroll,1992-10-15,2018-08-01,Mt. Juliet,TN,USA,77,215,1,Pitcher,FALSE
656725,Alex McRae,1993-04-06,2018-08-01,West Allis,WI,USA,74,220,1,Pitcher,TRUE
543194,Isaac Galloway,1989-10-10,2018-07-31,Pomona Valley,CA,USA,74,205,9,Outfielder,FALSE
605488,Jeffrey Springs,1992-09-20,2018-07-31,Belmont,NC,USA,75,218,1,Pitcher,TRUE
656811,Ryan O'Hearn,1993-07-26,2018-07-31,Dunedin,FL,USA,75,220,3,First Base,TRUE
663465,Kolby Allard,1997-08-13,2018-07-31,Anaheim,CA,USA,73,195,1,Pitcher,TRUE
641712,Dakota Hudson,1994-09-15,2018-07-28,Dunlap,TN,USA,77,215,1,Pitcher,FALSE
516472,Francisco Arcia,1989-09-14,2018-07-26,Maiquetia,NA,Venezuela,71,200,2,Catcher,FALSE
605421,Michael Perez,1992-08-07,2018-07-26,Bayamon,NA,Puerto Rico,70,195,2,Catcher,TRUE
624133,Ranger Suarez,1995-08-26,2018-07-26,Pie de Cuesta,NA,Venezuela,73,217,1,Pitcher,TRUE
643446,Jeff McNeil,1992-04-08,2018-07-24,Santa Barbara,CA,USA,73,195,4,Second Base,TRUE
594965,Daniel Ponce de Leon,1992-01-16,2018-07-23,Anaheim,CA,USA,75,200,1,Pitcher,TRUE
